,biz,grade,inspections_in_2012,inspections_in_2013,phone_num,violations_in_2012,violations_in_2013,violations_per_inspection
1914,KENNEDY FRIED CHICKEN & PIZZA,A,1,1,2147145055,1,2,2
1915,VINEGAR HILL HOUSE,C,1,4,7185221018,2,16,4
1916,DUNKIN' DONUTS,P,2,2,7182583241,4,6,3
1917,CHADASH FALAFEL & PIZZA,B,2,1,7182534793,5,2,2
1918,SUBWAY,A,1,1,2122445487,2,1,1
1919,CHARLES SALLY & CHARLES,A,0,2,7183982400,0,3,1
1920,LEE'S VILLA CHINESE RESTAURANT,C,2,3,7188551818,5,15,5
1921,RAE'S CAFE,C,4,2,7183800029,8,3,1
1922,SUBWAY,P,1,2,7186538969,3,7,3
1923,CENTRAL CAFE,P,3,2,2126876700,10,14,7
1924,GOTHAM PIZZA,A,0,2,2122582288,0,3,1
1925,PETE'S CAFE,C,1,2,7187337416,1,6,3
1926,East Coast Sliders,A,0,2,2123605553,0,4,2
1927,BASKIN ROBBINS/DUNKIN' DONUTS,A,1,1,7184784443,2,2,2
1928,MAPO TOFU,C,2,3,2128678118,11,12,4
1929,POKE RESTAURANT,B,2,5,2122490569,7,18,3
1930,SUBWAY,P,6,1,7183571200,15,2,2
1931,LUCA FAMILY PIZZA,A,0,1,3478109965,0,2,2
1932,MAMOUN FALAFEL,C,3,1,2126748685,7,2,2
1933,SUBWAYS,A,0,4,7183255038,0,9,2
1934,GREEN POWER CAFE at Equinox Fitness Club,A,2,9,7182225321,5,19,2
1935,CAFE JONNY'S LOUNGE,B,7,1,7182562200,16,1,1
1936,HOMESTEAD GOURMET SHOP,A,1,2,7188421366,2,2,1
1937,VERANDA RESTAURANT-CAFE,B,1,1,7182812233,1,1,1
1938,SUR HOOKAH CAFE & LOUNGE,B,0,3,3474000726,0,14,4
1939,XTREME,P,0,3,7184508831,0,9,3
1940,LETY BAKERY,C,6,3,7185076539,15,7,2
1941,NY KIMBOB NARA,A,5,4,7188880787,9,13,3
1942,PAPA LEONE PIZZERIA,C,2,4,7186481349,8,11,2
1943,ASTORIA PIZZA,C,4,3,7185451313,15,10,3
1944,PAPA KEBAB,B,2,2,6469984597,5,9,4
1946,SWIFTY'S,A,1,3,2125356000,2,12,4
1947,DUNKIN' DONUTS,A,1,1,7182320290,4,2,2
1949,MXX CORPORATION,A,0,1,6466888237,0,2,2
1950,FONTANA FAMOUS PIZZA & GYRO,B,4,1,7186310147,14,4,4
1951,DOMINO'S PIZZA,P,3,2,7182655600,8,10,5
1952,TACO VELOZ,C,4,4,9177755500,11,10,2
1953,LAVENDER LAKE,C,5,2,3477992155,18,7,3
1954,WEST 3RD COMMON,B,2,1,2125292059,7,1,1
1955,TAL BAGELS,A,4,6,2127172080,11,18,3
1956,THE MANCHESTER DINER,C,2,3,2126657712,3,7,2
1957,PREGOS PIZZA,B,2,3,7184055111,4,9,3
1958,HALE & HEARTY SOUPS,A,0,1,2122652117,0,2,2
1959,GOLDEN KING BAKERY,P,4,4,2126800138,10,11,2
1961,HANA SUSHI,A,0,0,7182384513,0,0,0
1962,PATIALA HOUSE RESTAURANT,P,0,2,7184806988,0,3,1
1963,EL CHIVITO D'ORO III,P,3,2,7184240600,11,8,4
1964,THE IRISH PUB,A,1,1,2126649364,1,3,3
1966,MAYA TAQUERIA,C,4,1,7186386292,12,2,2
1967,NADA-SUSHI,A,4,1,2128382537,14,2,2
1968,BURP CASTLE,B,1,3,2129824576,3,6,2
1969,POPEYES CHICKEN & BISCUITS,A,1,4,7184220835,1,10,2
1970,LENG AUTHENTIC THAI ASIAN,B,1,1,7189567117,1,10,10
1971,JULIANO'S ESPRESSO BAR,A,1,1,2129874540,5,2,2
1972,BOB BAR,C,2,2,2125291807,7,8,4
1973,DE HOT POT,A,0,1,3472401180,0,2,2
1974,CEOL,C,4,1,3476439111,7,3,3
1975,SUBWAY,A,1,2,7185762336,4,4,2
1976,DA NOI,A,2,1,2127545710,4,2,2
1977,TREEHAUS,B,0,4,2123559855,0,16,4
1978,UNO CHICAGO GRILL,C,4,3,7187936700,16,14,4
1979,PANDA KING HOUSE,B,2,1,7182962172,5,2,2
1980,LA BOTTEGA,C,4,6,2122424300,21,29,4
1981,BANGIA BAR & LOUNGE,C,5,4,2126796790,25,12,3
1982,BLAKE & TODD,C,4,4,2128830010,10,13,3
1983,NICOTRA BALLROOM // EMPLOYEE CAFETERIA,B,1,3,7184772400,3,9,3
1984,THE KATI ROLL COMPANY,A,2,1,2128881700,3,2,2
1985,WOLF AND LAMB,B,2,4,2123171950,8,14,3
1986,HEAT # 1 Bar & Loungue,C,1,2,7184840705,2,12,6
1987,LEE GOOD TASTE KITCHEN,A,3,1,7183480538,6,3,3
1988,LIPS RESTAURANT,B,1,1,2126757710,2,2,2
1989,MOLCAJETES,P,8,4,7187264180,37,17,4
1990,SARABETH,A,1,1,2128275002,1,2,2
1991,DOUBLE HAPPY KITCHEN,A,2,4,7188506003,7,14,3
1992,STARBUCKS COFFEE COMPANY,A,1,1,7182430462,2,1,1
1993,MAIN ST IMPERIAL TAIWANESE GOURMET,A,4,3,7188868788,12,9,3
1994,ANTHONY'S,P,3,4,7184686020,11,16,4
1995,PATISSERIE DES AMBASSADES,B,5,3,2126660078,20,9,3
1996,DYCKMAN EXPRESS RESTAURANT,C,4,4,2125672288,26,13,3
1998,PIERRE LOTI CAFE WINE BAR,P,2,6,2127775684,5,13,2
1999,ROSEBANK PIZZA,A,0,1,7184475300,0,2,2
2001,CORONA PIZZA,B,1,1,7188266300,2,2,2
2002,LUCKY STRIKE,B,1,3,6468290170,5,6,2
2003,TWENTY 3 SUPPER CLUB,B,5,2,7189212323,19,7,3
2004,DUNKIN DONUTS,B,1,1,7184182393,1,2,2
2005,MCDONALD'S,P,5,1,7185263725,25,2,2
2006,MAMA K'S SOUP OR SALAD,A,2,0,2122341590,2,0,0
2007,CHIKURIN,P,3,3,7183368887,19,16,5
2008,CHOCK FULL O'NUTS,A,0,4,3474975755,0,15,3
2010,LA GITANA PANADERIA Y RESTAURANTE,C,3,1,7188503842,12,3,3
2011,CAFE HESTIA,B,4,4,2128088245,12,15,3
2013,KHYBER PASS,B,6,4,2124730989,13,12,3
2015,SUGAR & PLUMM,A,0,1,2123885757,0,1,1
2016,NARUTO RAMEN,P,4,1,2122897803,10,2,2
2017,LONG RIVER CHINESE RESTAURANT,C,1,4,7188433338,2,11,2
2018,NORTH VILLAGE DELI EMPORIUM,C,4,4,2122290887,20,18,4
2019,POST OFFICE,A,4,1,7189632574,12,1,1
2020,HAPPY WOK NO.1,B,4,1,7183286933,12,2,2
2021,PIZZA HUT,A,0,1,7185851401,0,3,3
2023,FRESCO TORTILLERIA,P,5,4,7187933300,16,14,3
2024,KNIFE,B,1,4,7184860008,1,8,2
2025,ARCO IRIS NIGHT CLUB CORP,A,1,1,3477285182,2,5,5
2026,ATOMIC WINGS,B,1,1,2126662904,1,5,5
2027,LITTLE APPLE,C,2,3,2125678555,7,9,3
2028,KUNG FU TEA,A,2,3,7183212886,6,9,3
2029,STARBUCKS COFFEE,A,1,1,2127791557,1,2,2
2030,LA PARADA RESTAURANT,C,5,4,7183690115,15,16,4
2032,JACK'S WIFE FREDA,A,4,1,2125108550,14,3,3
2033,CAFE METRO,A,1,1,2122654848,2,3,3
2034,BLUE AROMA CAFE,C,0,4,7183033873,0,7,1
2035,JAHLOOKOVA,A,3,4,9174751056,12,11,2
2036,POTLIKKER,B,3,2,7184867700,9,5,2
2037,ANDY'S CAFETERIA,C,4,1,7182458527,4,1,1
2038,TASTE OF BENGAL,A,0,2,3478080149,0,3,1
2039,SARKU JAPAN,C,0,3,7186998700,0,14,4
2040,CHECKERS,A,4,3,7182914738,12,5,1
2041,PIZZA WORLD CAFE,B,4,2,7187583572,9,7,3
2042,WILLIAM BARNACLE,A,1,1,6462178815,2,3,3
2043,ATHENA MEDITERRANEAN CUISINE,B,2,4,7189654578,7,14,3
2044,T49 CAFE,A,1,1,2129405534,1,1,1
2045,2 CHILL,A,3,1,7187818861,7,3,3
2046,CONNOLLY'S PUB,B,4,3,2124890271,11,6,2
2047,KENNEDY FRIED CHICKEN,B,0,2,3475913720,0,6,3
2048,JO JO PIZZA,B,2,3,7183786588,8,6,2
2049,THE JUICE PRESS,A,2,3,2124860157,9,10,3
2050,ASIAM THAI CUISINE,A,1,3,2122287880,3,9,3
2051,CROWN FRIED CHICKEN,B,4,4,7182973199,14,13,3
2052,LISTO...EL POLLO,C,6,4,7187797595,34,28,7
2053,SCIENCE BUILDING - NAKED PEAR CAFE,A,3,2,7185700334,8,5,2
2054,GREAT WALL KITCHEN,A,4,1,7184439152,11,2,2
2055,GOLDEN PASTRY SHOP,A,1,4,7187279393,5,9,2
2056,STIR CAFE,C,6,4,2124255123,24,14,3
2057,CLIPPERS II,A,0,3,7182766600,0,11,3
2058,STARBUCKS COFFEE,A,0,2,2123711290,0,2,1
2059,THE MANDELL SCHOOL,A,1,0,2122222925,2,0,0
2060,CHINA WOK,A,0,3,7189313333,0,8,2
2061,BLOOMBERG PANTRY,A,2,1,2122253584,2,1,1
2064,WARMA CAFE,A,4,1,7189632003,13,1,1
2065,NATIONAL BAKERY,B,1,2,7186533870,2,4,2
2066,GRILL 26,P,0,4,7187963041,0,17,4
2067,VILLA CASTILLO RESTAURANT,C,4,2,7184959717,10,6,3
2069,LIVE SEAFOOD,B,2,3,7188868586,4,10,3
2070,X CAFFE,A,0,5,2125431999,0,11,2
2071,DUNKIN' DONUTS,A,1,1,7182347488,4,2,2
2072,FRAGOLE,C,5,2,7185227133,16,9,4
2073,FITZGERALD'S PUB,B,2,4,2126796931,7,20,5
2075,YUSHI,C,3,4,2127422150,7,17,4
2076,MX BAKERY,B,4,3,7185677880,10,10,3
2077,BLUE NILE RESTAURANT,B,5,3,7184620461,9,9,3
2078,DUNKIN' DONUTS,A,1,1,2123153408,2,1,1
2079,KENNEDY FRIED CHICKEN,B,0,3,3478759481,0,8,2
2080,EL V CENTENARIO,A,0,2,7185847000,0,6,3
2081,NOT RAY'S  PIZZERIA,A,0,2,7183302400,0,4,2
2082,THE BEST ITALIAN PIZZA,P,7,4,7185856444,29,7,1
2083,LOS PRIMOS RESTAURANT,B,4,4,7184868449,16,19,4
2085,BRICK OVEN BREAD,A,1,1,7186760332,2,2,2
2086,CASSEROLE.BIG BOWL OF NOODLE,P,4,6,9179160169,13,20,3
2088,THE KOUNTRY STYLE,P,0,3,7189789161,0,6,2
2089,SENTRY CENTERS,A,1,1,6465998908,1,1,1
2090,LAVAGNA,B,1,1,2129791005,1,3,3
2091,NEW ASIAN RESTAURANT,B,2,4,7184632567,8,10,2
2092,NEW WOKS KITCHEN,B,0,0,7184612383,0,0,0
2093,STARBUCKS COFFEE,A,1,2,7183693098,1,2,1
2094,MOVABLE FEAST CAFE (AT THE PICNIC HOUSE),A,2,1,7189652900,3,1,1
2095,Checkers,A,1,3,7184436160,1,7,2
2096,FIGS CAFE,A,1,4,7183356473,2,12,3
2097,STAND 110 B,A,1,1,9172843260,2,2,2
2099,COSITAS RICAS,B,1,3,7184781500,3,7,2
2100,GINO'S PIZZA EXPRESS,A,0,2,7188061650,0,4,2
2101,"S & S CARIBBEAN CUISINE AND ROTI SHOP, INC",A,0,3,7186587100,0,9,3
2102,TOMMY'S TAVERN,C,4,3,7183839699,14,18,6
2103,NIRVANA,P,4,4,2129830000,14,22,5
2104,EL NUEVO CARIDAD RESTAURANT,P,3,4,2128608187,15,12,3
2105,Z BAR,A,0,2,2129571800,0,6,3
2106,JIN LONG FOOD STATION,A,0,2,9173498278,0,8,4
2107,HARBOR FITNESS JUICE BAR,A,1,1,7187639200,3,3,3
2108,JING FU HOUSE,B,1,4,7186728888,2,12,3
2109,DOUBLE CRISPY BAKERY,C,5,1,2129666929,17,2,2
2110,LA PAELLA,A,2,4,2125984321,7,7,1
2111,ROCKAWAY TACO,A,2,2,3472137466,3,6,3
2112,GROTTA AZZURRA,B,4,2,2129258775,12,4,2
2113,BT4 BAR,A,0,1,__________,0,1,1
2114,POTBELLY SANDWICH SHOP,A,0,1,6462918460,0,3,3
2115,HOT GINGER ASIAN FUSION,A,0,0,7184681889,0,0,0
2116,JUST SALAD,A,0,1,9174163773,0,1,1
2118,HONG KONG CHINESE RESTAURANT,P,3,1,7189939988,5,3,3
2119,Super Crown Fried Chicken & Pizza,C,1,1,7183281500,1,1,1
2120,ANTHONY'S CORNER CAFE,A,1,1,7187713939,4,3,3
2121,STK,B,4,4,6466242455,14,16,4
2122,CHECKERS,A,2,1,3474269878,3,2,2
2123,FALAFEL OFF THE KORNER,C,3,3,7186274122,9,8,2
2124,THE FROG'S CROWN BAKERY,A,2,3,6463719424,2,6,2
2125,EAST PALACE,B,0,4,2129497708,0,20,5
2126,YOGURT & COMPANY,A,0,0,3475449564,0,0,0
2127,MALT n MASH,A,0,2,6465613931,0,10,5
2128,CHALET ALPINA,B,4,3,7187933774,7,7,2
2129,KENNEDY FRIED CHICKEN,C,3,2,7188262493,7,8,4
2130,CHUCK E CHEESE'S,P,5,3,7187281583,14,8,2
2131,THE BUFFET,A,2,3,7188863722,3,5,1
2132,TEN FULL,C,5,2,7183618838,13,7,3
2133,THE CITY BAKERY,C,5,4,2123661414,25,19,4
2134,STAFF CAFF,A,0,0,2123331299,0,0,0
2135,KENNEDY FRIED CHICKEN,B,1,1,7188825080,1,2,2
2136,MINA'S PIZZA,A,1,1,7182172257,1,4,4
2137,SHOPSINS GENERAL STORE (STORE #16),C,4,2,9173690919,11,5,2
2138,EL PUERTO DE ACAPULCO,C,4,5,7182055554,15,19,3
2139,KABIR'S BAKERY,B,1,3,7182972094,2,8,2
2140,LITTLE CAESAR'S PIZZA,A,2,1,2125432127,4,2,2
2141,DUNKIN DONUTS,A,0,1,2123959280,0,3,3
2142,CECI RESTAURANT,P,5,4,2125690555,29,18,4
2143,CHENG CHINESE RESTAURANT,P,5,2,7183921708,16,9,4
2144,FONDA,B,1,4,7183693144,2,19,4
2145,MAURYA RESTAURANT,C,2,2,7189976462,3,6,3
2146,DORADO,C,1,4,2126270900,4,16,4
2147,NUOVO FIORE,C,0,5,7187828222,0,16,3
2148,KNAPP ST PIZZA II,C,1,5,7183760174,3,28,5
2150,FOOD KING CHINESE RESTAURANT,B,4,4,2122332433,11,14,3
2151,HAIR OF THE DOG,A,2,3,2124777771,4,5,1
2152,NOBU,A,1,3,2122190500,3,7,2
2153,GIGI CAFE,A,1,1,2126861900,2,1,1
2154,WENDY'S,A,0,0,7188333034,0,0,0
2155,AUSTIN'S STEAK & ALE HOUSE,B,6,3,7188493939,11,6,2
2157,MIZU,A,2,2,2125056687,5,9,4
2158,ASTRO RESTAURANT,A,1,2,2124896284,2,3,1
2159,ALOBAR RESTAURANT,C,5,4,7187526000,21,10,2
2160,FUZZY'S,C,2,4,7183479616,6,10,2
2161,VIA QUADRONNO,B,3,2,2126509880,8,6,3
2162,ELSA,B,3,2,9178821395,8,4,2
2163,DUNKIN' DONUTS,B,0,3,7187360100,0,6,2
2164,CAFE ESPANOL,C,4,3,2125050657,19,15,5
2165,HAAB,B,2,4,7183884261,9,15,3
2166,SANDY'S CAFE,A,3,2,3477924584,8,3,1
2167,40/40 CLUB BAR,A,1,1,9176186310,1,1,1
2168,THE HIDEOUT,A,0,0,7188364314,0,0,0
2169,MOUNTAIN BIRD,A,0,1,2122815752,0,2,2
2170,NEW NO 1 CHINESE RESTAURANT,P,4,2,7183234300,17,9,4
2171,GEORGETOWN CUPCAKE SOHO,A,1,4,2124314504,3,12,3
2172,WESTSIDE CAFE,C,4,4,2127699938,18,17,4
2173,10TH AVENUE PIZZA & CAFE,C,6,3,2123669222,16,8,2
2174,LORENZOS BAR & GRILL (HILTON GARDEN),B,2,4,7184772400,3,13,3
2175,CAFE EUROPA,B,4,1,2125757272,12,3,3
2176,BURGER KING,A,1,1,7184446825,2,3,3
2177,MAJESTIC THEATER,B,1,1,2125867610,2,1,1
2178,LOLITA'S RESTAURANT,C,5,3,2122226969,31,9,3
2179,LULU'S COFFEE SHOP,C,2,3,7188223568,10,16,5
2180,STARBUCKS COFFEE,A,1,1,7182229729,1,3,3
2181,HANCO'S,C,3,1,7184998081,8,2,2
2182,SARDIS RESTAURANT,C,1,1,2122218440,2,2,2
2183,STROMBOLI PIZZA,A,4,6,2126733691,11,16,2
2184,THE DUP  PIE SHOP,B,1,1,7187882448,1,2,2
2185,PIE CORPS,A,1,3,9177213052,3,6,2
2187,Sizzleme Steakhouse,A,0,2,7184788810,0,7,3
2188,TABLE 87,B,1,4,7187979300,1,8,2
2189,YOGU MOO,B,0,3,9178938080,0,11,3
2190,STARBUCKS COFFEE,A,1,1,2127916368,2,2,2
2191,YOGURT CITY,A,0,1,7346307434,0,4,4
2192,JOSHUE Deli & Juice Bar,C,2,4,7182990601,5,12,3
2193,ROMA VIEW CATERING,C,1,1,7186413100,1,2,2
2194,J'S WONG,A,0,0,7183983054,0,0,0
2195,BRICK PIZZERIA,C,2,2,7186043333,5,9,4
2197,QUALITY FOOD CHINESE KITCHEN,C,0,3,7188288822,0,14,4
2198,TETE-A-TETE,A,1,2,7186760783,3,4,2
2199,NEW MR. LIN'S RESTAURANT,B,4,4,7188059868,13,17,4
2200,FRIENDLY PIZZERIA,B,2,4,2129620220,5,17,4
2201,RAY'S PIZZA,A,2,1,2123483955,5,1,1
2202,GRASSROOT TAVERN,C,2,4,2122602876,7,13,3
2203,3E TASTE OF THAI,C,4,4,7189328826,20,12,3
2204,K & D BY THE GLASS,A,1,1,6464389373,1,1,1
2205,NEW DOUBLE DRAGON CHINESE RESTAURANT,B,2,4,7186542833,7,10,2
2206,658 KINGS DELI,A,3,2,7189875959,10,8,4
2207,SAKURA JAPANESE RESTAURANT,A,1,1,7182188056,2,2,2
2208,VATAN,B,2,2,2126895666,3,4,2
2209,AROME,C,0,5,2122337447,0,29,5
2210,NATIONAL,C,4,4,7185223510,13,14,3
2211,LAS COMADRES MEXICAN RESTAURANT & BAKERY,P,4,4,3475613946,14,15,3
2212,LA NEGRA RESTAURANT,A,0,4,7188497509,0,13,3
2213,SAN MARINO RISTORANTE,B,3,2,2122063766,8,4,2
2214,HAPPY DRAGON,B,4,2,7185886700,15,6,3
2215,WARREN 77,B,1,3,2122278994,3,7,2
2216,VINNY'S OF CARROLL GARDEN RESTAURANT & LUNCHEONETT,P,4,2,7188755600,11,12,6
2217,EAT-A-BAGEL (Guy V. Molinary Ferry),A,1,1,7182738400,3,2,2
2218,KAFF KAFE,A,5,0,7184360808,19,0,0
2219,PRIMITOS RESTAURANT,C,1,4,7183637090,2,13,3
2220,TAI LAI RESTAURANT,C,5,4,7184987787,21,17,4
2221,DORIAN GRAY,B,1,4,2129790900,3,15,3
2222,PIP'S PLACE,A,2,2,2123606400,3,6,3
2223,CHOZA,A,0,1,2125338226,0,2,2
2224,IRENE'S PLACE,A,1,1,7183839263,1,2,2
2225,MAROO,A,0,3,2128317000,0,8,2
2226,ACE HOT BAGEL & DELI,P,1,5,7182240014,2,17,3
2228,IL RICCIO RESTAURANT,B,4,2,2126399111,13,5,2
2229,FORTUNE BAKERY,A,0,0,7185677880,0,0,0
2230,RAMI'S KOSHER PIZZA EXPRESS,B,2,2,7182532600,4,7,3
2231,EL RANCHO SPORTS BAR,C,2,2,2122898849,5,4,2
2232,AVENUE PIZZA II,A,1,2,3476277322,1,4,2
2233,VENICE PIZZA,B,4,3,7188285664,12,4,1
2234,W CAFE,B,2,4,2125639444,9,13,3
2235,TACOMBI AT FONDA NOLITA,A,0,2,9177270179,0,7,3
2236,MANNY'S FAMILY RESTAURANT,P,4,2,7186512441,13,4,2
2237,PRINCE ST PIZZA,P,1,4,2129664100,3,13,3
2238,CAMPANILE,B,3,2,2126844344,11,5,2
2239,508 Restaurant and Bar,A,2,1,2122192444,4,2,2
2240,THE ARCHIVE,A,3,1,2122130093,7,2,2
2241,SAWA,A,0,2,7187831888,0,3,1
2242,PENNSYLVANIA 6,A,0,3,2127273666,0,8,2
2243,MERRYLAND BUFFET,A,1,1,7189933608,2,3,3
2244,BUCHAREST RESTAURANT,C,3,1,7183892300,12,3,3
2245,PERCY'S PIZZA,B,0,4,7188321022,0,13,3
2246,NEW 888 CHINA EXPRESS,P,0,0,2124313555,0,0,0
2247,LA COCINA BORICUA,P,4,4,3472815375,18,12,3
2248,DON PACO  LOPEZ PANDERIA,C,2,6,7184927443,9,18,3
2249,RINCONCITO PAISA-COLOMBIAN BAKERY & RESTAURANT,A,2,4,7184420880,7,12,3
2250,HOT KITCHEN,P,5,5,2122283090,24,28,5
2251,ONIS RESTAURANT,A,0,0,3475902821,0,0,0
2253,BOULEVARD BISTRO,B,0,2,2126786200,0,8,4
2254,RANDY'S PHENOMENAL EATS,C,3,5,3475338405,10,19,3
2255,FLOWER POWER,C,0,4,6469184448,0,9,2
2256,SUBWAY,A,1,1,7184167575,4,1,1
2257,CROWN FRIED CHICKEN  and  PIZZA,A,3,1,7182409333,8,2,2
2258,NEW PANDA RESTAURANT,B,4,1,2126950836,13,2,2
2259,CHEZ MOI,B,3,4,3472278337,11,10,2
2260,FINE & SHAPIRO,P,1,1,2128772874,2,2,2
2261,DOUGIE'S JAMAICAN CUISINE,C,3,4,7182515444,9,14,3
2262,STARBUCKS COFFEE,A,2,1,7185394072,8,1,1
2264,PAULIE GEE,P,3,1,3479873747,10,3,3
2265,KING'S WOK,B,0,0,7183631187,0,0,0
2267,MACDOUGAL STREET ALE HOUSE,C,3,2,2122540006,12,5,2
2268,MARINA CAFE,C,3,1,7189673077,8,1,1
2269,EL CHICANITO RESTAURANT BAR,B,3,3,7186181034,11,5,1
2270,THE WAY STATION,B,1,4,9172795412,2,15,3
2271,HING WONG RESTAURANT,B,1,3,7188424165,3,7,2
2272,CAFE AT SCOTT PLACE,A,2,1,9178569663,3,2,2
2273,MCDONALD'S,B,5,2,7183655070,19,5,2
2274,INTREPID SEA-AIR-SPACE MUSEUM,A,0,2,3478391807,0,8,4
2275,JAVA BAR (I MAIL & MORE),A,0,0,7186224612,0,0,0
2277,GREEN JADE RESTAURANT,C,4,2,7183862925,19,8,4
2278,MCDONALD'S,C,1,4,2129218900,2,14,3
2279,KENNEDY FRIED CHICKEN,B,5,1,7188822787,11,4,4
2280,THE ORGANIC GRILL,C,3,4,2124777177,11,17,4
2281,QUENTIN PIZZA,A,1,3,7183765884,3,9,3
2283,GARDEN MARKET 2,A,1,1,2124656000,1,1,1
2284,BOUCHON BAKERY,A,1,1,2127823890,1,2,2
2285,MILAN'S RESTAURANT,A,2,1,7187887384,5,2,2
2286,GREENHOUSE,C,1,4,2128077000,2,13,3
2287,CHINA GARDEN RESTAURANT,B,1,2,7188939323,2,7,3
2288,MCDONALD'S,B,3,1,7183582416,6,1,1
2289,OKEANOS GREEK SEAFOOD,A,4,1,7187778844,10,2,2
2290,KFC,A,0,3,7185858333,0,8,2
2291,GOLDEN KRUST RESTAURANT,A,0,1,7187738200,0,2,2
2292,LANO'S COFFEE SHOP & RESTAURANT,B,5,3,7183463617,14,7,2
2294,CHUNG HING CHINESE RESTAURANT,P,4,5,7186255089,21,21,4
2295,HAPPY WOK,A,0,2,2122282555,0,4,2
2296,SALUMERIA ROSI PARMACOTTO,A,0,3,2125177700,0,8,2
2297,BAYRIDGE SUSHI,B,2,4,7184910662,7,13,3
2298,EPSTEIN'S BAR,C,2,6,2124772232,4,13,2
2299,BILLIARDS,C,6,2,2127401000,14,3,1
2300,CITY ONE CHINESE RESTAURANT,A,0,2,2123688818,0,6,3
2301,2ND AVENUE DELI,A,1,1,2127371700,3,3,3
2302,SUBWAY,B,1,3,7185670090,2,3,1
2303,DUNKIN' DONUTS,A,2,1,7182635606,5,2,2
2304,TARROS BAR,P,0,0,3478688170,0,0,0
2305,WOK & ROLL,P,2,1,7187511999,12,2,2
2306,SUBWAY,A,1,1,7187276222,2,3,3
2307,CREATIVE JUICE,A,0,2,6467470674,0,6,3
2308,CAFE METRO,C,1,5,2125862626,1,13,2
2309,LAS CONCHITAS BAKERY,P,4,4,7184375513,15,18,4
2310,DELIZIA 92,B,2,4,2129963720,8,14,3
2311,ALYSHIA ALEEM COFFEE SHOP,B,2,1,2122554811,10,5,5
2312,HOOKAHLOOPA LOUNGE,B,1,1,7188801050,2,1,1
2313,KENNEDY FRIED CHICKEN,A,1,1,7187330300,2,2,2
2314,CAFE ZAIYA,C,3,1,2127646789,7,2,2
2315,GENNARO'S -- COUNTRY LANES,A,2,1,7183510192,6,2,2
2316,BRAVO KOSHER PIZZA,A,0,2,2123411111,0,7,3
2317,ANGELO & AL'S PIZZERIA,A,2,1,7187628069,5,1,1
2318,THE RITZ-CARLTON HOTEL,A,1,4,2123089100,3,8,2
2319,CROWN FRIED CHICKEN,A,1,1,2125675333,2,2,2
2320,KENTUCKY FRIED CHICKEN,A,2,1,7184922813,5,4,4
2321,OLIVER'S PUB,B,0,3,7188061476,0,10,3
2322,NEW KNAPP ST LUCKY STAR,C,0,4,7183324439,0,12,3
2323,OPAI THAI,B,2,5,2128668989,2,15,3
2324,WIEN FAR KITCHEN,B,1,4,7182879568,2,9,2
2325,CHOLULA DELI GROCERY,B,3,1,7184170941,11,2,2
2326,BAGEL HOUSE,P,4,1,7185075573,11,1,1
2327,GIARDINO RISTORANTE,C,1,4,7184281090,3,12,3
2328,BUTTERFILED 8,C,1,2,2126790646,2,5,2
2329,JJ BAKERY,B,3,1,7182560138,7,2,2
2330,RANDAZZO'S CLAM BAR,B,4,3,7186150010,11,11,3
2331,PIT STOP BAR,A,1,1,7183830981,1,1,1
2332,CARVEL ICE CREAM,A,2,1,7189874122,5,1,1
2333,GOOD FRIEND RESTAURANT,A,0,0,7184551809,0,0,0
2334,SHANGHAI LEE,B,1,1,7183496716,3,2,2
2335,WING GONG,C,2,2,2124101661,6,3,1
2336,SHIAO DU HUI RESTAURANT,P,5,5,7187621955,20,25,5
2337,BLUE CHIPS MEXICAN RESTAURANT,C,4,3,7189373485,21,18,6
2338,UNCLE LOUIE G,A,2,1,9174404298,3,2,2
2339,MCDONALD'S,A,1,8,7188451010,2,19,2
2342,ALEX'S KITCHEN,A,1,1,3475241096,3,3,3
2344,AMY & CATHY'S CHINESE RESTAURANT,B,1,3,7182250010,3,6,2
2346,TOCQUEVILLE RESTAURANT,A,1,4,2126471515,2,13,3
2347,POK POK NY,P,5,4,7189239322,14,9,2
2348,HOLIDAY INN,A,0,0,3478943977,0,0,0
2350,DISNEY ABC CAFETERIA,A,3,1,2124565357,6,1,1
2351,TOP TACO & TOP CHINA,B,4,4,7189347751,14,14,3
2352,China Blue,A,0,1,2016752288,0,2,2
2353,SEKT,A,0,1,7188736816,0,1,1
2354,GABY'S PIZZA,A,1,4,7187409720,2,11,2
2355,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,B,3,1,7186431054,8,3,3
2357,CAFE ANGELIQUE,C,4,3,2124141400,12,9,3
2358,BINGO BINGO,B,1,2,7182523336,2,6,3
2359,GOLDEN STEAMER,C,2,4,2122261886,3,16,4
2360,CANZ A CITI ROADHOUSE,C,4,1,7185452269,12,3,3
2361,NAGOYA SUSHI,P,2,2,7183363688,4,4,2
2362,KARAVAS PLACE,A,1,4,2122438007,4,12,3
2363,KENNEDY FRIED CHICKEN,C,0,5,2125296166,0,16,3
2364,THE EMERSON,A,3,3,3477631310,8,6,2
2365,KRISPY KREME,A,1,1,2126950428,1,1,1
2366,KUKU CANTEEN,A,1,1,2124736162,1,3,3
2367,MCDONALD'S,A,1,3,7184255675,2,9,3
2368,Bagels & Schmear,A,0,0,2127257873,0,0,0
2369,VISIONS BAR AND LOUNGE,A,0,5,7186388600,0,17,3
2370,GRILL,A,1,1,7188451328,1,1,1
